feature class   assembly	assembly_unit	seq_type	chromosome  genomic_accession   start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	3199733	3671948	-               X-linked Kx blood group related 4	Xkr4	497097		472216		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4115673	4409266	-				retinitis pigmentosa 1 (human)	Rp1	19888		293594		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4490928	4497426	-				SRY (sex determining region Y)-box 17	Sox17	20671		6499		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4773198	4785750	-				mitochondrial ribosomal protein L15	Mrpl15	27395		12553		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4807823	4846735	+				lysophospholipase 1	Lypla1	18777		38913		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4857694	4897909	+				transcription elongation factor A (SII) 1	Tcea1	21399		40216		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	4909573	5070299	-				regulator of G-protein signaling 20	Rgs20	58175		160727		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	5082978	5163213	+				ATPase, H+ transporting, lysosomal V1 subunit H	Atp6v1h	108664		80236		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	5588450	5606134	+				opioid receptor, kappa 1	Oprk1	18387		17685		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	5913707	5917398	-				neuropeptides B/W receptor 1	Npbwr1	226304		3692		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	6214634	6276375	+				RB1-inducible coiled-coil 1	Rb1cc1	12421		61742		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	6359331	6394731	+				ALK and LTK ligand 1	Alkal1	620393		35401		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	6487231	6860940	+				suppression of tumorigenicity 18	St18	240690		373710		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	7087077	7173628	+				protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	Pcmtd1	319263		86552		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	8359739	9301657	-				syntrophin, gamma 1	Sntg1	71096		941919		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9545408	9547455	+				ribosome biogenesis regulator 1	Rrs1	59014		2048		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9547948	9577970	+				alcohol dehydrogenase, iron containing, 1	Adhfe1	76187		30023		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9601267	9627142	+				vexin	Vxn	76982		25876		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9667407	9700439	-				myeloblastosis oncogene-like 1	Mybl1	17864		33033		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9718622	9748382	-				valosin containing protein (p97)/p47 complex interacting protein 1	Vcpip1	70675		29761		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9798130	9902570	+				serum/glucocorticoid regulated kinase 3	Sgk3	170755		104441		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9906157	9943606	+				minichromosome maintenance domain containing 2	Mcmdc2	240697		37450		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9960163	9967981	-				transcription factor 24	Tcf24	100039596		7819		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	9968622	10013541	-				protein phosphatase 1, regulatory subunit 42	Ppp1r42	69312		44920		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	10024600	10038159	-				COP9 signalosome subunit 5	Cops5	26754		13560		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	10038116	10136771	+				centrosome and spindle pole associated protein 1	Cspp1	211660		98656		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	10137507	10232670	-				ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	Arfgef1	211673		95164		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	10295791	10720053	-				carboxypeptidase A6	Cpa6	329093		424263		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	10993273	11303683	+				phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	Prex2	109294		310411		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	11413615	11975902	+				RIKEN cDNA A830018L16 gene	A830018L16Rik	320492		562288		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	12692197	12861192	+				sulfatase 1	Sulf1	240725		168996		
gene	protein_coding	GCF_000001635.26	C57BL/6J	chromosome	1	NC_000067.6	12866549	12992796	-				solute carrier organic anion transporter family, member 5A1	Slco5a1	240726		126248		
